"","ds","dep_var","trend","season","holiday","facebook_s","googlesearch_s","intercept","depVarHat","solID","cluster","top_sol"
"1",2024-01-01,120,19.6630962268926,22.9546155255587,0.343058499247296,37.7160161806958,17.4548339504137,11.1052602393406,109.236880622149,"1_619_1",1,FALSE
"2",2024-01-02,115,19.930041549974,23.321493764112,0,41.1485337393456,23.268827451615,11.1052602393406,118.774156744387,"1_619_1",1,FALSE
"3",2024-01-03,125,20.1969868730555,23.6178206403137,0,48.2751028067046,19.0351458706167,11.1052602393406,122.230316430031,"1_619_1",1,FALSE
"4",2024-01-04,135,20.4639321961369,23.865333939458,0,53.3303693238317,25.8456032883418,11.1052602393406,134.610498987109,"1_619_1",1,FALSE
"5",2024-01-05,140,20.7308775190786,24.0827010676708,0,58.0905434064415,24.0454510669627,11.1052602393406,138.054833299494,"1_619_1",1,FALSE
"6",2024-01-06,110,20.9978228420203,24.2853953842166,0,40.5889729653061,21.4724333479983,11.1052602393406,118.449884778882,"1_619_1",1,FALSE
"7",2024-01-07,105,21.264768164962,24.48569879539,0,34.5366118013141,18.8760829251001,11.1052602393406,110.268421926107,"1_619_1",1,FALSE
"8",2024-01-08,130,21.5317134878526,24.6928168559514,0,47.7292659061773,25.8305229950286,11.1052602393406,130.889579484351,"1_619_1",1,FALSE
"9",2024-01-09,125,21.7986588107432,24.9130899130352,0,46.5525483898947,24.0440809012646,11.1052602393406,128.413638254278,"1_619_1",1,FALSE
"10",2024-01-10,135,22.0656041336337,25.1502818933161,0,50.9670868784937,26.3101342463595,11.1052602393406,135.598367391144,"1_619_1",1,FALSE
"11",2024-01-11,145,22.3325494563863,25.4059272066836,0,55.7415370807536,28.94402198447,11.1052602393406,143.529295967634,"1_619_1",1,FALSE
"12",2024-01-12,150,22.5994947791388,25.6797158942009,0,60.4043509845654,26.7573006586972,11.1052602393406,146.546122555943,"1_619_1",1,FALSE
"13",2024-01-13,120,22.8664401017837,25.9698975637741,0,43.0878255550784,24.1282922406489,11.1052602393406,127.157715700626,"1_619_1",1,FALSE
"14",2024-01-14,115,23.1333854244286,26.2736857569505,0,37.0184550095916,21.4798868866914,11.1052602393406,119.010673317003,"1_619_1",1,FALSE
"15",2024-01-15,140,23.4003307470735,26.587646102143,1.75623385906952,50.1890485082642,28.5032645541936,11.1052602393406,141.541784010084,"1_619_1",1,FALSE
"16",2024-01-16,135,23.6672760696341,26.908053823677,0,49.0226439053729,26.7169755481957,11.1052602393406,137.42020958622,"1_619_1",1,FALSE
"17",2024-01-17,145,23.9342213921947,27.2312087853051,0,53.3912766181133,28.9809294665652,11.1052602393406,144.642896501519,"1_619_1",1,FALSE
"18",2024-01-18,155,24.2011667147553,27.5536991198446,0,58.0954590425205,31.5911988441898,11.1052602393406,152.546783960651,"1_619_1",1,FALSE
"19",2024-01-19,160,24.4681120371887,27.8726075137307,0,62.6713772597332,29.4256248530118,11.1052602393406,155.542981903005,"1_619_1",1,FALSE
"20",2024-01-20,130,24.7350573596221,28.185657244984,0,45.5795673384517,26.8014307740404,11.1052602393406,136.406972956439,"1_619_1",1,FALSE
"21",2024-01-21,125,25.0020026820555,28.4912979983385,0,39.5133494854535,24.1323032253683,11.1052602393406,128.244213630557,"1_619_1",1,FALSE
"22",2024-01-22,150,25.268948004368,28.7887341883145,0,52.6227252506952,31.1558761017288,11.1052602393406,148.941543784447,"1_619_1",1,FALSE
"23",2024-01-23,145,25.5358933266804,29.0779009177277,0,51.4694488416955,29.3855492411032,11.1052602393406,146.574052566547,"1_619_1",1,FALSE
"24",2024-01-24,155,25.8028386489929,29.3593946988211,0,55.7823047545329,31.6276252344345,11.1052602393406,153.677423576122,"1_619_1",1,FALSE
"25",2024-01-25,165,26.0697839711686,29.6343676126372,0,60.4076282977632,34.1941266559234,11.1052602393406,161.411166776833,"1_619_1",1,FALSE
"26",2024-01-26,170,26.3367292933444,29.9043946347573,0,64.8902889383221,32.0662127628123,11.1052602393406,164.302885868577,"1_619_1",1,FALSE
"27",2024-01-27,140,26.6036746155201,30.1713243959802,0,48.0570826023924,29.4694759055194,11.1052602393406,145.406817758753,"1_619_1",1,FALSE
"28",2024-01-28,135,26.8706199378183,30.4371236785542,0,42.0126781548085,26.8054528562235,11.1052602393406,137.231134866745,"1_619_1",1,FALSE
"29",2024-01-29,160,27.1375652601164,30.7037254939101,0,55.0248444581036,33.7673967033792,11.1052602393406,157.73879215485,"1_619_1",1,FALSE
"30",2024-01-30,155,27.4045105824569,30.9728896946358,0,53.8872094094056,32.02671101963,11.1052602393406,155.396580945469,"1_619_1",1,FALSE
"31",2024-01-31,165,27.6714559047975,31.2460837962489,0,58.1355418414613,34.2298114283686,11.1052602393406,162.388153210217,"1_619_1",1,FALSE
"32",2024-02-01,175,27.938401227138,31.5243901029021,0,62.674587669607,36.7356402912319,11.1052602393406,169.97827953022,"1_619_1",1,FALSE
"33",2024-02-02,180,28.2053465495114,31.8084434262344,0,67.0586916426678,34.6591990958554,11.1052602393406,172.83694095361,"1_619_1",1,FALSE
"34",2024-02-03,150,28.4722918718848,32.098401754087,0,50.5137355089708,32.109430602686,11.1052602393406,154.299119976969,"1_619_1",1,FALSE
"35",2024-02-04,145,28.7392371942582,32.393950254795,0,44.5083452153243,29.4734722414062,11.1052602393406,146.220265145124,"1_619_1",1,FALSE
"36",2024-02-05,170,29.0061825165208,32.6943370949692,0,57.3905801916065,36.3201144627165,11.1052602393406,166.516474505154,"1_619_1",1,FALSE
"37",2024-02-06,165,29.2731278387835,32.9984377842439,0,56.2708033074879,34.6205462887146,11.1052602393406,164.26817545857,"1_619_1",1,FALSE
"38",2024-02-07,175,29.5400731610461,33.3048432253105,0,60.4469620267929,36.7703686910442,11.1052602393406,171.167507343534,"1_619_1",1,FALSE
"39",2024-02-08,185,29.8070184834362,33.6119654105479,0,64.8934286589436,39.2018406206302,11.1052602393406,178.619513412898,"1_619_1",1,FALSE
"40",2024-02-09,190,30.0739638058262,33.9181538149632,0,69.1746695721507,37.1880161660761,11.1052602393406,181.460063598357,"1_619_1",1,FALSE
"41",2024-02-10,160,30.3409091282163,34.2218150357019,0,52.9435232581547,34.701483554755,11.1052602393406,163.312991216168,"1_619_1",1,FALSE
"42",2024-02-11,155,30.6078544504469,34.5215281326666,0,46.9928343239354,32.1133689571395,11.1052602393406,155.340846103529,"1_619_1",1,FALSE
"43",2024-02-12,180,30.8747997726774,34.8161484350512,0,59.7157168596149,38.7995978364549,11.1052602393406,175.311523143139,"1_619_1",1,FALSE
"44",2024-02-13,175,31.141745094908,35.1048932820956,0,58.6157273228393,37.1504376607166,11.1052602393406,173.1180635999,"1_619_1",1,FALSE
"45",2024-02-14,185,31.408690417038,35.387404215451,0,62.7131178256436,39.2354423166818,11.1052602393406,179.849915014155,"1_619_1",1,FALSE
"46",2024-02-15,195,31.675635739168,35.6637814956091,0,67.0617575993339,41.5819366501707,11.1052602393406,187.088371723622,"1_619_1",1,FALSE
"47",2024-02-16,200,31.9425810611527,35.9345883994625,0,71.2367477928717,39.6393424407752,11.1052602393406,189.858519933603,"1_619_1",1,FALSE
"48",2024-02-17,170,32.2095263831374,36.2008244970599,0,55.3410770523745,37.2291214542543,11.1052602393406,172.085809626167,"1_619_1",1,FALSE
"49",2024-02-18,165,32.476471705122,36.4638689166874,0,49.4592402852025,34.705336614348,11.1052602393406,164.210177760701,"1_619_1",1,FALSE
"50",2024-02-19,190,32.7434170271175,36.7253963965228,1.46282618653876,61.9966258845024,41.1945570396599,11.1052602393406,185.228082773682,"1_619_1",1,FALSE
"51",2024-02-20,185,33.0103623491129,36.9872705993415,0,60.9180771204268,39.6030157171854,11.1052602393406,181.623986025407,"1_619_1",1,FALSE
"52",2024-02-21,195,33.2773076711083,37.2514206463759,0,64.9311098773666,41.6142827989603,11.1052602393406,188.179381233152,"1_619_1",1,FALSE
"53",2024-02-22,205,33.5442529931648,37.5197080266867,0,69.1776593482301,43.8679939277056,11.1052602393406,195.214874535128,"1_619_1",1,FALSE
"54",2024-02-23,210,33.8111983152213,37.793791890793,0,73.2438540276617,42.0029248046043,11.1052602393406,197.957029277621,"1_619_1",1,FALSE
"55",2024-02-24,180,34.0781436372777,38.0750011868935,0,57.7016530824907,39.6790751269978,11.1052602393406,180.639133273,"1_619_1",1,FALSE
"56",2024-02-25,175,34.3450889593917,38.3642221065881,0,51.9012870525718,37.2328668610241,11.1052602393406,172.948725218916,"1_619_1",1,FALSE
"57",2024-02-26,200,34.6120342815057,38.6618088536124,0,64.2302369013326,43.496605324468,11.1052602393406,192.105945600259,"1_619_1",1,FALSE
"58",2024-02-27,195,34.8789796036196,38.9675248387277,0,63.1745208594188,41.9679828760683,11.1052602393406,190.094268417175,"1_619_1",1,FALSE
"59",2024-02-28,205,35.1459249257491,39.280520052366,0,67.0985530477912,43.8989932039366,11.1052602393406,196.529251469183,"1_619_1",1,FALSE
"60",2024-02-29,215,35.4128702478786,39.5993486224998,0,71.2396595752833,46.0546253422931,11.1052602393406,203.411764027295,"1_619_1",1,FALSE
"61",2024-01-01,120,18.8287212730837,22.0221883348959,0.354089862996164,42.6518875520542,21.5275957663433,2.08216808176948,107.466650871143,"1_850_1",2,TRUE
"62",2024-01-02,115,19.0843391587643,22.3741638082554,0,49.1230937800007,26.6343904484655,2.08216808176948,119.298155277255,"1_850_1",2,TRUE
"63",2024-01-03,125,19.339957044445,22.6584537485134,0,56.0535012187031,21.4766651648746,2.08216808176948,121.610745258306,"1_850_1",2,TRUE
"64",2024-01-04,135,19.5955749301257,22.8959129419848,0,60.786510188798,29.3939898819101,2.08216808176948,134.754156024588,"1_850_1",2,TRUE
"65",2024-01-05,140,19.8511928156725,23.1044505160509,0,65.0420049084787,27.0695179336645,2.08216808176948,137.149334255636,"1_850_1",2,TRUE
"66",2024-01-06,110,20.1068107012194,23.2989112949044,0,50.1978608966358,24.1988517538733,2.08216808176948,119.884602728402,"1_850_1",2,TRUE
"67",2024-01-07,105,20.3624285867663,23.4910782880772,0,43.784368590167,21.3467174161804,2.08216808176948,111.06676096296,"1_850_1",2,TRUE
"68",2024-01-08,130,20.6180464722641,23.6897831164008,0,55.3812437942085,29.3865923784594,2.08216808176948,131.157833843102,"1_850_1",2,TRUE
"69",2024-01-09,125,20.873664357762,23.9011085791516,0,54.8917393912227,27.0691132223294,2.08216808176948,128.817793632235,"1_850_1",2,TRUE
"70",2024-01-10,135,21.1292822432599,24.1286657105466,0,58.7402017543699,29.7058383800474,2.08216808176948,135.786156169993,"1_850_1",2,TRUE
"71",2024-01-11,145,21.3849001286256,24.3739265920301,0,62.9803955906145,32.6115973629031,2.08216808176948,143.432987755943,"1_850_1",2,TRUE
"72",2024-01-12,150,21.6405180139914,24.6365938553417,0,67.0715284410837,30.0103251491733,2.08216808176948,145.44113354136,"1_850_1",2,TRUE
"73",2024-01-13,120,21.896135899254,24.9149882101311,0,52.5721831411672,27.1032403767449,2.08216808176948,128.568715709067,"1_850_1",2,TRUE
"74",2024-01-14,115,22.1517537845166,25.2064363851876,0,46.2526333847644,24.2006798905613,2.08216808176948,119.893671526799,"1_850_1",2,TRUE
"75",2024-01-15,140,22.4073716697793,25.5076435147002,1.81270718525144,57.650249300632,32.3095045394775,2.08216808176948,141.76964429161,"1_850_1",2,TRUE
